Round_Won,TeamRatioUltimatesAll20,EnemyRatioUltimatesAll20,TeamRatioREX50,EnemyRatioREX50,NetHealthShards,NetEnergyShards,NetOrbs,First_Orb,Ultimates,Num_R,Num_EX1,Num_EX2,Control_Received,Control,Protection_Received,Protection,Damage_Received,Damage,Ping,ScorePerSecond
1,0,0,0,1,-2.0,-2.0,0.0,1.0,0.0,1.0,1.0,0.0,44.0,27.0,107.3,319.3,154.0931,153.0,130.0,5.255789473684211
0,0,0,0,1,4.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,82.0,115.0,142.20003,154.00003,350.0,264.4,20.0,9.525000535714286
1,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,25.0,349.0,65.0,4.477777777777778
0,1,0,1,1,0.0,2.0,-2.0,0.0,1.0,1.0,0.0,0.0,101.0,12.0,107.0,153.0,362.0,98.0,35.0,4.614035087719298
0,0,0,1,1,2.0,-8.0,3.0,1.0,0.0,5.0,3.0,0.0,65.0,90.0,71.0,41.0,297.92957,600.0,45.0,9.253164556962025
0,0,1,1,1,2.0,-4.0,-1.0,0.0,0.0,0.0,1.0,0.0,57.0,88.0,155.0,100.5,498.5,452.49973,50.0,7.4534852325581396
0,0,0,0,0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,25.0,32.0,69.0,54.0,284.2,309.0,75.0,9.875
0,0,0,0,0,2.0,-1.0,-3.0,0.0,0.0,2.0,8.0,5.0,65.0,62.0,99.39999399999999,368.8,430.75903,72.2,105.0,9.673076923076923
0,1,1,1,1,0.0,-4.0,-2.0,0.0,2.0,4.0,0.0,0.0,54.0,34.0,65.0,75.0,289.0,300.6419,25.0,8.71578510638298
0,1,0,0,1,-3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,28.0,62.0,63.34400600000001,199.94197,301.14603,127.55,20.0,11.128342000000002
1,0,0,0,1,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,8.0,38.0,144.3,398.55,144.3,396.07,70.0,8.583711340206186
0,1,0,1,1,-2.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,51.0,76.0,81.0,0.0,304.0,517.95,140.0,5.939500000000001
0,1,1,1,0,2.0,0.0,-1.0,0.0,0.0,2.0,0.0,2.0,16.0,29.0,30.0,22.0,246.0,241.79643,20.0,10.457015357142856
1,0,0,0,0,14.0,5.0,4.0,1.0,0.0,4.0,4.0,2.0,47.0,82.0,236.53975,413.55557000000005,272.88535,541.8,2147483645.0,12.966944625
0,0,1,1,1,4.0,-2.0,-1.0,0.0,0.0,1.0,1.0,0.0,28.0,11.0,24.0,24.0,241.0,152.0,110.0,6.678571428571429
1,0,1,0,1,4.0,-2.0,0.0,0.0,2.0,3.0,0.0,0.0,43.0,62.0,56.0,59.0,219.0,371.0,40.0,5.406593406593407
1,1,1,1,1,4.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,72.0,40.0,198.0,515.8,425.0,131.35,40.0,13.743
0,0,0,0,0,-8.0,-7.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,123.0,56.0,21.0,314.16497999999996,396.0,25.0,8.307692307692308
1,0,0,1,0,-4.0,6.0,0.0,0.0,0.0,2.0,4.0,0.0,54.0,44.0,251.5,104.5,486.0,487.25,55.0,13.244791666666666
0,0,1,1,1,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,41.0,27.0,101.0,27.0,341.8192,540.0,45.0,6.906976744186046
1,0,0,0,0,4.0,1.0,1.0,1.0,0.0,4.0,5.0,0.0,47.0,98.0,96.8,139.0,322.0,590.0,20.0,14.016949152542374
1,1,0,1,1,-1.0,4.0,0.0,0.0,1.0,2.0,4.0,2.0,51.0,43.0,39.0,40.0,282.0,304.0,35.0,4.03125
0,0,0,0,0,1.0,2.0,2.0,1.0,0.0,3.0,3.0,2.0,155.0,11.0,236.3444,348.7844,541.5342,321.25622999999996,45.0,6.676868921568627
1,0,0,0,1,-2.0,2.0,3.0,1.0,1.0,2.0,0.0,0.0,42.0,68.0,145.8252,0.0,364.87466,616.0,20.0,12.90566037735849
0,0,0,1,0,-7.0,-5.0,-1.0,0.0,0.0,2.0,0.0,0.0,78.0,70.0,243.6,282.05,474.79257,372.45,10.0,9.409090909090908
1,0,1,0,1,6.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,44.0,90.0,142.0,28.0,239.5,454.0,20.0,5.061946902654867
1,0,0,0,0,10.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,32.0,92.0,292.88,85.5,363.0,392.0,65.0,6.471590909090909
1,0,0,1,1,6.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,18.0,46.0,54.0,27.0,160.94983,502.0,50.0,10.267857142857142
1,0,0,0,1,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,15.0,101.0,38.0,133.8,361.47766,30.0,5.453653421052632
1,0,0,1,0,4.0,4.0,3.0,1.0,1.0,0.0,3.0,1.0,29.0,49.0,172.0,257.1,343.0,326.1,45.0,6.385858585858586
1,1,1,1,1,0.0,4.0,-1.0,0.0,0.0,3.0,0.0,0.0,89.0,46.0,112.5,33.0,242.0,295.0,20.0,4.155555555555556
1,1,1,1,1,-6.0,-1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,37.0,94.40002,169.8,110.0,182.0,35.0,3.84950495049505
0,0,1,1,0,5.0,6.0,0.0,0.0,2.0,8.0,5.0,2.0,52.0,134.0,374.0,109.2,594.2,1347.9938,15.0,10.265766451612903
1,0,0,1,1,-4.0,-3.0,-1.0,0.0,2.0,6.0,0.0,1.0,101.0,57.0,139.0,84.0,295.6599,684.0,125.0,8.168316831683168
0,0,1,0,1,-2.0,-2.0,-4.0,0.0,0.0,4.0,3.0,0.0,65.0,33.0,190.0,201.0,559.38,576.0,120.0,9.204545454545455
0,0,1,1,1,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,36.0,29.0,45.0,0.0,261.0,159.0,115.0,3.76
0,1,0,0,1,-2.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,68.0,39.0,47.0,35.0,287.0,171.0,25.0,4.375
0,1,0,0,1,-1.0,-3.0,2.0,1.0,0.0,2.0,2.0,6.0,75.0,88.0,117.0,174.0,446.0,524.0,45.0,7.86
1,0,0,1,0,2.0,4.0,1.0,0.0,1.0,2.0,3.0,0.0,77.0,43.0,301.0,80.0,525.0,478.0,60.0,4.553030303030303
1,0,0,0,0,-4.0,4.0,-1.0,0.0,0.0,2.0,0.0,0.0,134.0,98.0,428.83334,204.33334,595.00006,712.0,55.0,13.346491315789473
0,1,0,1,0,4.0,-2.0,1.0,1.0,1.0,0.0,0.0,0.0,69.0,8.0,65.5,24.5,294.0,131.0,70.0,3.802325581395349
0,1,1,1,1,0.0,-4.0,-1.0,1.0,1.0,1.0,0.0,0.0,54.0,60.0,161.2,296.7,427.47958,231.8,25.0,8.916666666666666
1,1,1,0,1,-4.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,54.0,54.0,256.18,187.892,520.0,560.2999,10.0,8.533956382978724
1,0,1,1,1,4.0,4.0,2.0,1.0,0.0,2.0,1.0,0.0,16.0,31.0,73.0,52.800003000000004,77.0,380.38397000000003,15.0,5.3354479655172415
1,0,0,1,0,-1.0,2.0,3.0,0.0,0.0,4.0,2.0,1.0,33.0,52.0,279.0,534.0,380.0,226.0,15.0,16.916666666666668
0,0,0,0,0,5.0,8.0,-3.0,1.0,1.0,7.0,0.0,5.0,78.0,114.0,184.90005,66.2,461.52255,859.4101,50.0,6.977248993288591
1,0,1,0,1,0.0,-2.0,0.0,0.0,1.0,1.0,1.0,1.0,9.0,22.0,118.0,29.0,120.0,551.3673,15.0,6.408162765957447
1,1,1,1,1,-8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,86.0,48.0,79.600044,255.4,118.0,399.0,20.0,7.472340425531915
1,0,1,0,1,-4.0,2.0,1.0,1.0,0.0,2.0,4.0,1.0,25.0,87.0,103.5,62.0,150.0,338.48764,80.0,6.86602309859155
1,0,0,0,1,-3.0,-3.0,0.0,1.0,0.0,3.0,2.0,0.0,40.0,57.0,81.0,181.0,393.0,628.0,25.0,12.371428571428572
0,1,0,1,0,2.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,25.0,7.0,15.25,12.474822999999999,304.87354,66.5,35.0,1.8292515531914895
0,1,0,0,1,-4.0,2.0,-2.0,0.0,1.0,0.0,1.0,0.0,21.0,10.0,63.07,174.93,290.37088,34.0,50.0,5.091395348837209
1,0,0,1,0,-2.0,1.0,0.0,1.0,0.0,6.0,8.0,0.0,84.0,192.0,342.4,723.60004,456.0,891.19995,40.0,24.416216081081078
0,0,0,0,0,3.0,8.0,-4.0,0.0,0.0,2.0,5.0,0.0,114.0,126.0,379.30005,329.36008,732.5,733.0667,25.0,11.65124294117647
1,0,1,1,1,4.0,-4.0,0.0,1.0,3.0,6.0,0.0,0.0,44.0,201.0,219.0,197.0,358.0,861.0,30.0,11.766355140186915
1,1,0,0,1,4.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,38.0,64.0,74.45,93.45,164.0,355.0,25.0,4.53495575221239
1,0,0,0,0,6.0,5.0,0.0,0.0,0.0,4.0,0.0,5.0,45.0,81.0,27.0,65.60001,175.0,595.5263,20.0,8.834837023809524
1,1,1,1,1,4.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,48.0,15.0,24.0,11.0,288.0,249.0,30.0,5.729166666666667
0,0,1,0,1,-2.0,1.0,-2.0,0.0,0.0,1.0,0.0,0.0,31.0,21.0,0.0,48.0,264.0,180.0,35.0,4.016129032258065
1,0,1,0,1,2.0,-2.0,2.0,1.0,0.0,1.0,5.0,1.0,41.0,38.0,115.5,16.5,143.0,555.0,20.0,7.087209302325581
1,0,1,1,1,0.0,2.0,-1.0,0.0,2.0,5.0,1.0,1.0,9.0,28.0,0.0,20.0,125.74252,477.92615,15.0,3.602233904109589
1,0,1,1,1,4.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,17.0,134.0,175.5,314.0,209.0,239.0,45.0,7.010204081632653
0,0,1,1,0,3.0,0.0,-2.0,0.0,0.0,5.0,2.0,0.0,36.0,115.0,60.0,85.5,351.99997,417.15955,75.0,8.0215525974026
0,0,0,1,0,2.0,-3.0,1.0,0.0,0.0,6.0,5.0,1.0,55.0,86.0,242.39937,722.59937,512.8994,328.59997999999996,85.0,9.975432894736842
0,1,1,1,1,-4.0,-2.0,1.0,1.0,0.0,5.0,0.0,0.0,40.0,122.0,123.5,189.92326,349.0,141.0,25.0,6.7600486567164175
1,0,1,1,0,-4.0,4.0,-1.0,0.0,1.0,1.0,0.0,0.0,63.0,60.0,93.0,34.0,260.0,541.0,20.0,6.614583333333333
0,0,0,1,0,-3.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,38.0,15.0,131.1,276.9,398.3755,128.0,15.0,8.398
0,0,0,1,1,-2.0,-1.0,-1.0,0.0,0.0,5.0,1.0,1.0,15.0,58.0,80.0,155.0,336.0,158.0,180.0,8.431818181818182
0,0,0,0,0,-4.0,4.0,0.0,1.0,0.0,3.0,10.0,0.0,10.0,39.0,118.0,189.72,369.1,392.0,15.0,10.702068965517242
1,0,1,0,1,0.0,-3.0,3.0,1.0,0.0,4.0,1.0,4.0,52.0,77.0,163.90001,454.4,187.90001,314.0,45.0,7.225641025641026
0,0,0,1,1,0.0,2.0,-3.0,0.0,2.0,7.0,3.0,0.0,292.0,126.0,550.9501,409.05002,880.5,1082.2749,75.0,13.042942903225807
0,1,1,1,1,-5.0,3.0,4.0,1.0,1.0,1.0,0.0,1.0,59.0,7.0,141.0,212.04998999999998,352.0,330.60156,20.0,6.543470833333334
0,1,0,1,0,2.0,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,10.0,15.0,0.0,248.80002000000002,242.0,65.0,5.25
0,0,0,1,0,-8.0,-2.0,-2.0,0.0,1.0,3.0,1.0,2.0,150.0,98.0,406.5,219.5,869.0,485.0,30.0,5.815217391304348
0,1,0,1,1,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,46.0,27.0,146.0,252.0,353.33333999999996,213.20001000000002,25.0,9.8440002
0,0,1,1,1,2.0,2.0,-3.0,0.0,0.0,1.0,0.0,0.0,37.0,38.0,14.0,40.0,241.0,223.0,25.0,6.02
0,0,0,0,1,0.0,-3.0,-2.0,0.0,0.0,1.0,3.0,0.0,102.0,33.0,146.4,158.9,493.2,290.60007,30.0,7.095589264705883
1,0,0,1,0,2.0,-3.0,3.0,1.0,0.0,3.0,0.0,0.0,125.0,34.0,312.0,150.5,388.5,633.66656,20.0,8.703899574468085
1,0,1,1,1,4.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,11.0,78.0,159.79998999999998,406.09997999999996,189.0,296.0,75.0,4.875624875
1,1,0,0,1,-2.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,119.0,127.0,244.5,191.5,596.3133,437.7559,45.0,8.593817045454545
1,0,1,0,1,-6.0,-2.0,2.0,1.0,0.0,2.0,1.0,3.0,93.0,49.0,116.32309,217.32308999999998,118.52309,299.09997999999996,45.0,5.889823645833334
1,1,1,1,0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,83.0,36.0,243.0,416.74997,532.5,348.0,10.0,9.3110461627907
1,0,0,0,0,4.0,6.0,2.0,1.0,0.0,2.0,5.0,5.0,16.0,72.0,263.9,84.0,346.1,929.0,20.0,12.616279069767442
0,0,1,0,1,7.0,4.0,3.0,1.0,0.0,3.0,3.0,1.0,65.0,48.0,306.0,663.0,535.6,230.0,40.0,7.650406504065041
0,0,0,0,1,2.0,4.0,2.0,1.0,0.0,2.0,11.0,0.0,27.0,119.0,130.0,370.19998,389.66135,258.0,20.0,9.458227594936709
1,0,1,0,0,2.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,76.0,79.0,213.61742,108.75,413.00897000000003,617.0,20.0,6.005597014925373
0,0,0,1,1,-6.0,0.0,-2.0,0.0,0.0,1.0,1.0,4.0,63.0,82.0,95.19998000000001,531.19995,319.73315,205.0,80.0,9.193257865168539
0,0,0,0,1,-2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,37.0,33.0,121.2,179.40001,341.0,292.325,140.0,10.300510408163264
1,1,0,1,0,6.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,25.0,59.0,54.0,16.0,212.2,584.0,50.0,8.905405405405405
1,1,0,1,1,4.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,11.0,18.0,76.5,361.0,97.0,241.2,10.0,9.120588235294118
0,1,1,1,1,-6.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,34.0,59.0,110.0,12.0,330.0,175.61728,10.0,5.13786
1,0,0,1,1,-2.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,23.0,26.0,155.5,0.0,263.9,378.44745,15.0,3.8155419811320757
0,0,0,1,1,0.0,-1.0,-2.0,0.0,0.0,7.0,1.0,0.0,77.0,54.0,195.4,120.4,430.0,413.0,30.0,8.273239436619718
1,0,1,1,1,-2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,23.0,36.0,26.0,92.24435,180.24435,374.0,20.0,4.972716336633663
0,0,0,0,0,0.0,0.0,-2.0,0.0,0.0,3.0,2.0,0.0,114.0,51.0,144.0,131.04399999999998,466.53005999999993,355.4,90.0,6.890307692307692
1,0,1,0,1,1.0,1.0,-1.0,0.0,0.0,1.0,4.0,6.0,49.0,144.0,231.70002999999997,128.74,276.8,592.0,75.0,7.652566371681416
1,1,1,1,1,6.0,-3.0,2.0,1.0,0.0,0.0,0.0,0.0,32.0,71.0,54.0,0.0,105.0,410.755,60.0,5.294010989010989
1,0,1,0,1,4.0,5.0,1.0,1.0,0.0,4.0,1.0,4.0,33.0,72.0,160.0,198.2,222.0,311.25,75.0,5.700490196078432
1,0,1,0,0,8.0,-1.0,4.0,1.0,2.0,1.0,0.0,0.0,46.0,93.0,231.7,148.4,305.4,686.0,20.0,9.762105263157894
0,0,0,1,1,-13.0,2.0,-4.0,0.0,1.0,8.0,4.0,0.0,143.0,250.0,507.09997999999996,609.0554,857.3283,672.8981,35.0,9.011491176470589
1,0,0,0,1,0.0,2.0,1.0,1.0,0.0,0.0,2.0,3.0,31.0,43.0,160.0,21.0,191.05,482.0,20.0,5.628865979381444
1,1,0,1,1,2.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,29.0,19.0,19.0,39.0,94.0,336.0,140.0,3.7523809523809524
1,0,0,0,1,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,44.0,73.0,177.0,120.0,284.4,502.30002,100.0,6.437963148148149
1,1,1,1,1,8.0,3.0,3.0,1.0,0.0,3.0,0.0,0.0,71.0,183.0,69.0,2.75,195.4,726.5796,50.0,7.666635294117647
1,1,1,1,1,2.0,4.0,0.0,1.0,0.0,3.0,1.0,1.0,3.0,9.0,26.0,40.95,63.0,249.0,55.0,2.2309701492537313
0,0,0,1,1,-8.0,-3.0,-3.0,0.0,0.0,2.0,0.0,2.0,86.0,99.0,150.5759,387.5759,357.4687,102.0,30.0,7.006855952380953
0,1,0,0,0,-4.0,-2.0,0.0,1.0,1.0,0.0,0.0,0.0,68.0,76.0,147.0,50.0,364.33328,237.0,35.0,5.260869565217392
0,0,0,0,0,2.0,-8.0,2.0,1.0,0.0,2.0,0.0,0.0,79.0,34.0,122.80001999999999,247.02003,409.96716000000004,95.0,110.0,8.545909772727272
0,0,0,0,1,-3.0,-5.0,-2.0,1.0,1.0,3.0,0.0,0.0,112.0,123.0,307.0,91.0,576.1864,690.0,20.0,7.661016949152542
0,0,1,1,1,-2.0,-4.0,-2.0,0.0,0.0,3.0,0.0,0.0,62.0,43.0,190.0,520.0,413.0,110.0,35.0,11.216666666666667
0,0,1,0,1,0.0,-1.0,0.0,0.0,0.0,2.0,1.0,3.0,56.0,58.0,232.72005,338.79143999999997,467.2,592.1099,30.0,17.349146315789472
1,0,0,0,0,4.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,47.0,25.0,222.34734,158.89061999999998,222.34734,328.0,20.0,5.223373673469388
0,1,0,1,1,4.0,-2.0,-1.0,0.0,1.0,2.0,0.0,0.0,35.0,19.0,78.0,30.0,288.0,86.0,10.0,3.13953488372093
1,0,0,1,1,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,17.0,36.0,92.593506,12.0,147.0,409.57993,15.0,5.084221444444444
0,1,1,1,0,4.0,-3.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,9.0,16.0,47.0,257.0,72.0,85.0,2.723404255319149
1,0,0,0,0,4.0,0.0,-1.0,0.0,2.0,6.0,4.0,0.0,19.0,54.0,96.0,48.300003000000004,193.0,450.0,65.0,5.693814463917527
1,0,0,1,0,-2.0,2.0,2.0,1.0,0.0,5.0,0.0,1.0,55.0,60.0,223.5,292.0,276.0,303.25,90.0,7.894578313253012
1,0,0,0,1,2.0,2.0,-2.0,0.0,0.0,4.0,2.0,0.0,48.0,86.0,138.65,482.65,218.65,192.0,90.0,11.023913043478261
1,0,0,0,0,-2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,73.0,148.0,373.0,148.0,218.0,45.0,7.377777777777778
0,0,0,1,0,2.0,-2.0,0.0,0.0,0.0,2.0,2.0,0.0,57.0,32.0,58.0,176.0,266.0,77.0,40.0,7.5
1,0,0,1,1,0.0,5.0,3.0,1.0,1.0,5.0,0.0,0.0,122.0,113.0,285.2896,108.84,571.0624,846.0,25.0,7.573333333333332
1,0,1,0,0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,41.0,50.0,150.1,111.10000600000001,246.90001,343.0,45.0,7.876562593749999
1,0,0,0,0,0.0,8.0,1.0,1.0,2.0,3.0,0.0,1.0,99.0,98.0,268.12003,63.6,514.8218400000001,816.0,30.0,9.49126213592233
1,0,0,1,1,-2.0,-2.0,-2.0,0.0,0.0,4.0,0.0,0.0,115.0,41.0,104.64751,35.0,170.64749,379.0,40.0,8.584905660377359
0,0,0,1,0,-4.0,0.0,-2.0,0.0,0.0,2.0,0.0,2.0,32.0,35.0,84.60000600000001,181.02501,332.44354,95.0,90.0,8.639583611111112
0,0,0,1,0,-7.0,0.0,-2.0,0.0,0.0,2.0,1.0,0.0,56.0,79.0,0.0,45.0,263.8,332.0,20.0,7.862068965517241
1,0,1,0,0,-2.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,71.0,71.0,118.5,66.61439,334.35022000000004,254.78832999999997,50.0,4.7853990243902444
0,0,0,0,1,0.0,2.0,-1.0,0.0,1.0,1.0,3.0,1.0,74.0,11.0,90.0,22.0,320.0,338.27567,55.0,10.313213055555556
0,1,0,1,0,4.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,43.0,13.0,39.0,0.0,267.5586,170.0,60.0,2.5416666666666665
1,0,0,0,1,0.0,0.0,0.0,1.0,3.0,5.0,1.0,0.0,30.0,54.0,164.0,157.0,320.0,563.5,75.0,8.152631578947368
1,0,1,1,1,-2.0,-2.0,-2.0,0.0,0.0,2.0,0.0,0.0,27.0,36.0,25.0,47.0,272.0,256.0,70.0,6.918367346938775
1,0,1,1,1,-4.0,-4.0,-1.0,0.0,1.0,3.0,0.0,0.0,60.0,46.0,137.5,21.3,298.95,432.97797,15.0,7.357028970588235
0,0,0,0,1,-2.0,-4.0,-3.0,0.0,0.0,4.0,4.0,0.0,65.0,53.0,191.0,475.0,416.0,152.0,25.0,8.717948717948717
0,0,0,1,0,-4.0,-3.0,-2.0,0.0,0.0,1.0,0.0,0.0,46.0,7.0,97.39999399999999,24.0,381.0,125.0,30.0,3.466666666666667
1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,122.0,16.0,106.3,62.0,339.0,247.5849,40.0,6.143111320754717
1,1,1,1,1,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,44.0,59.0,38.0,0.0,256.0,272.0,50.0,6.245283018867925
0,0,0,0,0,1.0,0.0,3.0,1.0,0.0,2.0,3.0,0.0,98.0,100.0,207.5,113.75,531.5,879.16516,45.0,12.010056703296703
1,0,1,1,0,2.0,0.0,-1.0,0.0,0.0,0.0,2.0,0.0,15.0,45.0,66.0,40.0,152.0,436.0,45.0,5.853932584269663
0,1,1,1,1,4.0,-8.0,-3.0,0.0,0.0,1.0,0.0,0.0,31.0,11.0,107.2,40.199996999999996,369.0,159.5,90.0,4.131372490196079
1,0,1,1,1,4.0,4.0,2.0,0.0,1.0,2.0,0.0,0.0,151.0,73.0,394.5,62.0,577.0543,454.0,35.0,5.4036697247706424
0,1,0,1,0,-2.0,3.0,-1.0,1.0,1.0,4.0,0.0,2.0,65.0,135.0,168.0,168.0,476.8374,1179.9966,35.0,17.244146511627907
1,0,0,0,1,4.0,0.0,-2.0,0.0,0.0,4.0,5.0,3.0,87.0,117.0,325.0,734.275,495.0,436.0,45.0,13.694414893617022
0,1,0,0,0,-10.0,-5.0,1.0,0.0,0.0,2.0,1.0,4.0,162.0,93.0,213.6,52.0,437.0,321.0,25.0,4.160714285714286
0,0,1,0,1,0.0,2.0,0.0,1.0,0.0,0.0,4.0,1.0,39.0,22.0,107.0,131.0,396.0,268.0,35.0,5.929577464788732
0,0,0,1,0,0.0,-3.0,1.0,1.0,1.0,5.0,1.0,0.0,55.0,67.0,99.0,33.6,319.0,424.69156,15.0,8.33796126984127
0,0,0,0,1,-10.0,-5.0,-2.0,1.0,1.0,1.0,0.0,0.0,109.0,62.0,387.7,152.5,690.0,401.0,20.0,5.806603773584905
1,0,0,0,0,4.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,25.0,50.0,180.1,217.8897,377.86472000000003,544.49,30.0,9.337697701149425
1,1,0,1,1,6.0,0.0,5.0,1.0,4.0,2.0,1.0,1.0,140.0,225.0,448.68185,510.68185,634.5261,918.39996,35.0,21.20617705128205
0,1,0,1,1,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,39.0,29.0,38.0,24.0,272.0,218.0,55.0,4.839285714285714
1,1,0,0,0,4.0,-7.0,4.0,1.0,0.0,4.0,8.0,1.0,82.0,121.0,352.0,290.75,671.0469400000001,740.48224,30.0,9.76468
1,0,1,0,0,2.0,-2.0,2.0,1.0,0.0,0.0,0.0,2.0,9.0,30.0,153.38046,114.0,153.38046,220.0,15.0,4.183908045977011
0,0,0,0,0,2.0,2.0,-2.0,0.0,1.0,1.0,0.0,0.0,57.0,22.0,152.4,86.4,393.30002,340.0,35.0,9.341666666666667
1,0,1,1,1,4.0,4.0,0.0,0.0,3.0,7.0,0.0,0.0,24.0,93.0,39.0,42.0,113.0,492.0,40.0,4.644444444444445
0,0,0,0,1,-2.0,-4.0,-2.0,0.0,0.0,1.0,0.0,1.0,63.0,74.0,97.0,216.0,312.70096,42.0,85.0,7.377777777777778
0,1,0,1,1,-4.0,0.0,-1.0,0.0,0.0,1.0,0.0,1.0,53.0,29.0,64.5,177.0,290.0,37.0,30.0,6.75
1,0,1,0,1,4.0,3.0,0.0,0.0,2.0,6.0,1.0,1.0,78.0,71.0,86.0,52.0,266.46982,426.85568,20.0,5.849528510638298
0,0,0,0,1,-4.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,27.0,58.0,24.0,0.0,243.0,305.0,20.0,7.26
0,0,0,0,0,-2.0,-4.0,-2.0,0.0,0.0,1.0,0.0,2.0,99.0,101.0,227.5,257.1,435.14,272.0,15.0,7.9759493670886075
0,1,1,1,1,0.0,0.0,-1.0,0.0,3.0,5.0,1.0,0.0,78.0,27.0,177.22136,110.45,481.0,250.0,80.0,6.566949152542373
0,1,1,1,1,-4.0,-4.0,-3.0,0.0,1.0,0.0,0.0,0.0,38.0,66.0,101.0,191.17,326.0,241.0,10.0,6.075243902439024
0,0,0,0,0,-4.0,0.0,-3.0,0.0,1.0,3.0,0.0,0.0,42.0,139.0,0.0,69.0,270.0,431.0,60.0,12.78
1,1,0,1,0,0.0,-1.0,1.0,1.0,0.0,1.0,0.0,0.0,11.0,40.0,109.0,94.0,161.0,329.0,25.0,4.209090909090909
1,0,0,0,1,4.0,3.0,3.0,1.0,0.0,2.0,2.0,0.0,43.0,77.0,118.0,211.25,226.0,189.0,45.0,3.3847517730496453
1,0,0,1,0,2.0,-2.0,1.0,1.0,1.0,1.0,0.0,0.0,53.0,46.0,90.5,0.0,168.0,468.0,15.0,4.145161290322581
1,1,0,1,0,-4.0,-4.0,0.0,0.0,2.0,0.0,0.0,1.0,39.0,79.0,177.5,84.0,243.6,395.0,75.0,9.147540983606557
1,0,1,0,1,-5.0,-2.0,2.0,1.0,0.0,0.0,0.0,0.0,38.0,5.0,38.0,61.5,251.0,20.0,35.0,1.9659090909090908
0,1,1,1,1,4.0,4.0,2.0,1.0,4.0,0.0,0.0,0.0,126.0,131.0,450.69998,391.69998,751.3333,1109.15,105.0,13.598749833333335
0,0,0,0,0,-8.0,-2.0,1.0,0.0,0.0,5.0,3.0,0.0,141.0,61.0,293.9,147.9,672.0,620.0,90.0,6.684677419354839
0,0,0,0,0,-4.0,-1.0,-2.0,0.0,0.0,4.0,3.0,3.0,33.0,70.0,164.0,263.40002000000004,385.05,300.8,30.0,7.461176705882353
0,0,1,1,1,-2.0,-4.0,1.0,1.0,0.0,2.0,0.0,4.0,142.0,126.0,359.04895,447.83377,644.9155,368.75,15.0,9.521048181818182
0,0,1,0,1,-8.0,0.0,-3.0,0.0,0.0,2.0,3.0,0.0,18.0,55.0,184.21489,237.21489,412.15897,436.8,35.0,11.571664920634921
